Institution,Category_Institution,Accreditation,DateEstablished,Region,Location,Province,Lecture,Student,Category_Total_Student,QS_WUR_Ranking_2024,QS_Asia_Ranking_2024,THE_WUR_Ranking_2024,Member_ASEAN_University_Network
Sekolah Tinggi Ilmu Manajemen Indonesia Meulaboh,Sekolah,Tidak Terakreditasi,2/8/2001,13,Aceh Barat,Aceh,12,370,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Bina Bangsa Meulaboh,Sekolah,Baik,10/14/2009,13,Aceh Barat,Aceh,19,418,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah Aceh Barat Daya,Sekolah,Baik,6/2/2009,13,Aceh Barat Daya,Aceh,16,610,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Indonesia Venezuela,Politeknik,Baik,11/26/2009,13,Aceh Besar,Aceh,23,338,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Abulyatama,Universitas,Baik Sekali,5/31/1983,13,Aceh Besar,Aceh,256,5489,Small Medium,Unranked,Unranked,Unranked ,No
Politeknik Aceh Selatan,Politeknik,Baik,11/11/2010,13,Aceh Selatan,Aceh,29,324,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan Yappkes Aceh Singkil,Akademi,Tidak Terakreditasi,6/15/2004,13,Aceh Singkil,Aceh,8,119,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Adhira Mustika Gayo,Akademi,Tidak Terakreditasi,8/21/2008,13,Aceh Tengah,Aceh,2,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Hukum Muhammadiyah Takengon,Sekolah,Tidak Terakreditasi,2/5/1993,13,Aceh Tengah,Aceh,6,548,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Gajah Putih,Universitas,Baik,7/18/2008,13,Aceh Tengah,Aceh,83,2142,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Usman Safri Kutacane,Sekolah,Tidak Terakreditasi,5/9/2011,13,Aceh Tenggara,Aceh,25,679,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Gunung Leuser Aceh,Universitas,Baik,3/3/2011,13,Aceh Tenggara,Aceh,64,2101,Small,Unranked,Unranked,Unranked ,No
Universitas Nurul Hasanah Kutacane,Universitas,Tidak Terakreditasi,6/7/2022,13,Aceh Tenggara,Aceh,52,1117,Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Bunga Bangsa Idi,Akademi,Tidak Terakreditasi,9/9/2008,13,Aceh Timur,Aceh,4,0,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keuangan Perbankan Nusantara,Akademi,Tidak Terakreditasi,7/12/1993,13,Aceh Timur,Aceh,10,280,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Analis Farmasi Dan Makanan Banda Aceh,Akademi,Baik,2/1/1998,13,Banda Aceh,Aceh,10,66,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Farmasi YPPM Mandiri,Akademi,Tidak Terakreditasi,6/20/2009,13,Banda Aceh,Aceh,9,132,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Fisioterapi Harapan Bangsa Banda Aceh,Akademi,Tidak Terakreditasi,2/2/1998,13,Banda Aceh,Aceh,6,35,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Saleha,Akademi,Tidak Terakreditasi,7/18/2006,13,Banda Aceh,Aceh,10,93,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Yayasan Pendidikan Mona,Akademi,Tidak Terakreditasi,5/18/1998,13,Banda Aceh,Aceh,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan Kesdam Iskandar Muda Banda Aceh,Akademi,Baik,5/27/2011,13,Banda Aceh,Aceh,29,709,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan Teungku Fakinah Banda Aceh,Akademi,Tidak Terakreditasi,6/17/1991,13,Banda Aceh,Aceh,14,218,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Maritim Aceh Darussalam,Akademi,Tidak Terakreditasi,3/31/2003,13,Banda Aceh,Aceh,12,202,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Teknik Otomotif Banda Aceh,Akademi,Tidak Terakreditasi,6/14/2000,13,Banda Aceh,Aceh,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Aceh,Politeknik,Baik Sekali,5/22/2008,13,Banda Aceh,Aceh,41,474,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Kutaraja,Politeknik,Baik,10/31/2017,13,Banda Aceh,Aceh,19,240,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Sabang,Sekolah,Baik Sekali,2/4/1986,13,Banda Aceh,Aceh,29,1487,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi YPHB,Sekolah,Tidak Terakreditasi,7/23/1993,13,Banda Aceh,Aceh,8,200,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kehutanan Pante Kulu,Sekolah,Baik,6/23/1987,13,Banda Aceh,Aceh,16,112,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Assyifa Aceh,Sekolah,Tidak Terakreditasi,5/16/2018,13,Banda Aceh,Aceh,14,101,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Aceh,Sekolah,Tidak Terakreditasi,4/12/2019,13,Banda Aceh,Aceh,28,479,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Sihat Beurata Banda Aceh,Sekolah,Tidak Terakreditasi,7/14/2023,13,Banda Aceh,Aceh,18,240,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Al Washliyah Banda Aceh,Sekolah,Tidak Terakreditasi,11/13/2001,13,Banda Aceh,Aceh,19,442,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al-Washliyah,Sekolah,Baik,11/13/2001,13,Banda Aceh,Aceh,17,408,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan An-Nur Nanggroe Aceh Darussalam,Sekolah,Baik,1/26/2022,13,Banda Aceh,Aceh,16,160,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Indonesia Banda Aceh,Sekolah,Baik,9/17/2014,13,Banda Aceh,Aceh,40,499,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Teknik Bina Cendikia,Sekolah,Tidak Terakreditasi,12/28/1994,13,Pidie Jaya,Aceh,4,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Bina Bangsa Getsempena,Universitas,Baik Sekali,4/9/2021,13,Banda Aceh,Aceh,113,3848,Small,Unranked,Unranked,Unranked ,No
Universitas Iskandar Muda,Universitas,Baik,2/25/1987,13,Banda Aceh,Aceh,105,2234,Small,Unranked,Unranked,Unranked ,No
Universitas Iskandar Thani,Universitas,Coming Soon ,,13,Banda Aceh,Aceh,9,63,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Aceh,Universitas,Baik Sekali,3/11/1987,13,Banda Aceh,Aceh,213,5244,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Serambi Mekkah,Universitas,Baik,10/30/2002,13,Banda Aceh,Aceh,236,3592,Small,Unranked,Unranked,Unranked ,No
Universitas Ubudiyah Indonesia,Universitas,Baik,8/11/2004,13,Banda Aceh,Aceh,98,1696,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Payung Negeri Aceh Darussalam,Sekolah,Baik,11/26/2004,13,Bener Meriah,Aceh,32,664,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Munawarrah Bireuen,Akademi,Tidak Terakreditasi,2/10/2007,13,Bireuen,Aceh,8,51,Extra Small,Unranked,Unranked,Unranked ,No
Universitas AlMuslim,Universitas,Baik Sekali,1/15/2003,13,Bireuen,Aceh,272,7069,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Islam Kebangsaan Indonesia,Universitas,Baik,4/30/2019,13,Bireuen,Aceh,166,4403,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Mahakarya Aceh,Universitas,Tidak Terakreditasi,3/28/2022,13,Bireuen,Aceh,67,703,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Harapan Ibu Langsa,Akademi,Baik,8/24/2006,13,Langsa,Aceh,9,42,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Bustanul Ulum Langsa,Sekolah,Baik,12/29/2005,13,Langsa,Aceh,29,338,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Manajemen Pase,Sekolah,Tidak Terakreditasi,9/8/1992,13,Langsa,Aceh,6,120,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Harapan Ibu,Sekolah,Tidak Terakreditasi,3/10/2016,13,Langsa,Aceh,5,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Sains Cut Nyak Dhien,Universitas,Baik,10/17/2014,13,Langsa,Aceh,100,1582,Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Darussalam,Akademi,Tidak Terakreditasi,10/28/2004,13,Lhokseumawe,Aceh,11,72,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan Kesdam Iskandar Muda Lhokseumawe,Akademi,Baik,8/7/1997,13,Lhokseumawe,Aceh,17,313,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi Nasional,Sekolah,Baik,3/21/2003,13,Lhokseumawe,Aceh,12,382,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Lhokseumawe,Sekolah,Baik,3/16/2007,13,Lhokseumawe,Aceh,18,239,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Hukum Al-Banna,Sekolah,Tidak Terakreditasi,6/6/2018,13,Lhokseumawe,Aceh,6,89,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Darussalam Lhokseumawe,Sekolah,Tidak Terakreditasi,6/13/2007,13,Lhokseumawe,Aceh,30,926,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Lhokseumawe,Sekolah,Baik,11/30/2007,13,Lhokseumawe,Aceh,48,763,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Bumi Persada,Universitas,Baik,6/22/2022,13,Lhokseumawe,Aceh,69,1555,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi Pelita Nusantara,Sekolah,Baik,8/22/2007,13,Nagan Raya,Aceh,19,689,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Darul Husada,Akademi,Tidak Terakreditasi,8/28/2008,13,Pidie,Aceh,17,24,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Jabal Ghafur,Sekolah,Tidak Terakreditasi,4/16/2021,13,Pidie,Aceh,14,167,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Medika Nurul Islam,Sekolah,Baik,5/22/2008,13,Pidie,Aceh,52,973,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Jabal Ghafur,Universitas,Baik,9/12/1981,13,Pidie,Aceh,152,2330,Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Pidie Jaya,Akademi,Tidak Terakreditasi,6/2/2009,13,Pidie Jaya,Aceh,8,0,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan Ibnu Sina Kota Sabang,Akademi,Baik,9/9/2008,13,Sabang,Aceh,7,78,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Kepulauan Simeulue,Politeknik,Tidak Terakreditasi,9/17/2021,13,Simeulue,Aceh,14,76,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Medica Bakti Persada,Akademi,Tidak Terakreditasi,2/13/2008,13,Subulussalam,Aceh,9,88,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Pertanian Yashafa,Sekolah,Tidak Terakreditasi,9/5/2003,13,Aceh Singkil,Aceh,20,423,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Perikanan Kamasan Biak,Akademi,Baik,9/17/1999,14,Biak Numfor,Papua,14,247,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Teknik Biak,Akademi,Tidak Terakreditasi,10/28/2000,14,Biak Numfor,Papua,20,203,Extra Small,Unranked,Unranked,Unranked ,No
Institut Ilmu Sosial dan Ilmu Politik Yapis Biak,Institut,Baik,9/5/2006,14,Biak Numfor,Papua,56,2018,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Hukum Biak-Papua,Sekolah,Baik,4/8/2004,14,Biak Numfor,Papua,24,493,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Biak,Sekolah,Tidak Terakreditasi,10/2/2012,14,Biak Numfor,Papua,15,640,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi Asy Syafi iyah,Sekolah,Tidak Terakreditasi,9/16/1999,14,Fakfak,Papua Barat,17,869,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Ottow & Geissler Fak-fak,Sekolah,Baik,12/16/1996,14,Fakfak,Papua Barat,18,2231,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Nuuwar,Sekolah,Baik,12/28/2011,14,Fakfak ,Papua Barat,18,642,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan RS Marthen Indey,Akademi,Baik,6/2/2009,14,Jayapura,Papua,12,390,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata 45 Jayapura,Akademi,Tidak Terakreditasi,8/22/1996,14,Jayapura,Papua,12,108,Extra Small,Unranked,Unranked,Unranked ,No
Institut Swadiri,Institut,Tidak Terakreditasi,8/28/2023,14,Jayapura,Papua,9,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Filsafat Teologi Fajar Timur,Sekolah,Baik,9/20/2022,14,Jayapura,Papua,10,194,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Port Numbay Jayapura,Sekolah,Baik,8/18/2000,14,Jayapura,Papua,46,1556,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Jayapura,Sekolah,Baik,9/25/2009,14,Jayapura,Papua,39,906,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Ottow Geissler,Universitas,Baik,3/23/2011,14,Jayapura,Papua,66,2150,Small,Unranked,Unranked,Unranked ,No
Universitas Sains Dan Teknologi Jayapura,Universitas,Baik,7/7/1984,14,Jayapura,Papua,119,4655,Small,Unranked,Unranked,Unranked ,No
Universitas Yapis Papua,Universitas,Baik Sekali,4/14/2004,14,Jayapura,Papua,145,3433,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Karya Pembangunan Papua,Institut,Tidak Terakreditasi,9/22/2021,14,Jayapura ,Papua,11,21,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Filsafat Teologi Gki Izaak Samuel Kijne Jayapura,Sekolah,Baik,9/21/1954,14,Jayapura ,Papua,21,1527,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Pertanian Santo Thomas Aquinas Jayapura,Sekolah,Baik,7/5/2001,14,Jayapura ,Papua,19,1178,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Silas Papare Jayapura,Sekolah,Baik,10/5/1985,14,Jayapura ,Papua,13,446,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Doktor Husni Ingratubun Papua,Universitas,Tidak Terakreditasi,3/8/2023,14,Jayapura ,Papua,38,951,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Internasional Papua,Universitas,Tidak Terakreditasi,1/17/2022,14,Jayapura ,Papua,6,130,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Papua,Universitas,Baik,10/6/2020,14,Jayapura ,Papua,61,1188,Small,Unranked,Unranked,Unranked ,No
Universitas Papua Madani Jayapura,Universitas,Tidak Terakreditasi,1/10/2023,14,Jayapura ,Papua,21,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Sepuluh Nopember Papua,Universitas,Tidak Terakreditasi,6/6/2023,14,Jayapura ,Papua,0,515,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Abdi Wacana Wamena,Sekolah,Baik,9/24/1993,14,Jayawijaya,Papua Pegunungan,45,1827,Small,Unranked,Unranked,Unranked ,No
Universitas Amal Ilmiah Yapis Wamena,Universitas,Baik,1/31/2020,14,Jayawijaya,Papua Pegunungan,59,2312,Small,Unranked,Unranked,Unranked ,No
Akademi Bahasa Asing Netaiken Wamena,Akademi,Tidak Terakreditasi,6/12/2006,14,Jayawijaya ,Papua Pegunungan,3,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Manajemen Informatika & Teknik Komputer Agamua Wamena Papua,Sekolah,Baik,10/2/2012,14,Jayawijaya ,Papua Pegunungan,19,1061,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Pertanian Petra Baliem Wamena,Sekolah,Baik,7/18/2006,14,Jayawijaya ,Papua Pegunungan,12,1033,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kristen Wamena,Sekolah,Tidak Terakreditasi,11/1/2005,14,Jayawijaya ,Papua Pegunungan,18,214,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Lengguru,Politeknik,Tidak Terakreditasi,11/12/2020,14,Kaimana,Papua Barat,5,218,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Ottow & Geissler Serui,Sekolah,Baik,10/4/2000,14,Kepulauan Yapen,Papua,13,342,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Papua,Sekolah,Baik,10/16/2018,14,Kepulauan Yapen,Papua,12,701,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Hukum Manokwari,Sekolah,Baik Sekali,2/17/1975,14,Manokwari,Papua Barat,22,1969,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah Manokwari,Sekolah,Baik,12/22/2008,14,Manokwari,Papua Barat,34,1317,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Kreatindo Manokwari,Sekolah,Baik,10/17/2014,14,Manokwari,Papua Barat,19,469,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Sains dan Teknologi Manokwari,Sekolah,Tidak Terakreditasi,3/29/2023,14,Manokwari,Papua Barat,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Caritas Indonesia,Universitas,Coming Soon ,,14,Manokwari,Papua Barat,33,1355,Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Yaleka Maro Merauke,Akademi,Tidak Terakreditasi,7/15/2010,14,Merauke,Papua Selatan,8,353,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Pertanian Yasanto,Politeknik,Tidak Terakreditasi,4/23/2004,14,Merauke,Papua Selatan,16,529,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi Karya Dharma,Sekolah,Tidak Terakreditasi,11/21/1984,14,Merauke,Papua Selatan,13,559,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Saint Theresa,Sekolah,Baik,9/11/2014,14,Merauke,Papua Selatan,23,97,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Yapis Merauke,Sekolah,Tidak Terakreditasi,8/7/2007,14,Merauke,Papua Selatan,14,264,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Yaleka Maro,Sekolah,Tidak Terakreditasi,12/4/2006,14,Merauke ,Papua Selatan,16,505,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Yastaqi Merauke,Sekolah,Tidak Terakreditasi,11/14/2023,14,Merauke ,Papua Selatan,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Amamapare,Politeknik,Baik,1/2/2002,14,Mimika,Papua Tengah,29,389,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Jambatan Bulan,Sekolah,Tidak Terakreditasi,2/7/2001,14,Mimika,Papua Tengah,24,1275,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Hukum Mimika,Sekolah,Tidak Terakreditasi,1/17/2022,14,Mimika,Papua Tengah,5,32,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Hermon Timika,Sekolah,Baik,10/17/2014,14,Mimika,Papua Tengah,20,272,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Terang Bangsa,Sekolah,Tidak Terakreditasi,3/13/2020,14,Mimika,Papua Tengah,5,58,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Timika,Universitas,Tidak Terakreditasi,4/21/2006,14,Mimika,Papua Tengah,11,263,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Pelita Harapan Nabire,Sekolah,Tidak Terakreditasi,1/19/2023,14,Nabire,Papua Tengah,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Persada Nabire,Sekolah,Baik,3/20/2019,14,Nabire,Papua Tengah,13,189,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Nabire,Sekolah,Tidak Terakreditasi,10/24/2022,14,Nabire,Papua Tengah,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Pesat Nabire,Sekolah,Baik,6/11/2019,14,Nabire,Papua Tengah,6,146,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Satya Wiyata Mandala,Universitas,Baik,9/6/2004,14,Nabire,Papua Tengah,118,2923,Small,Unranked,Unranked,Unranked ,No
Universitas Lambu,Universitas,Tidak Terakreditasi,4/6/2023,14,Nduga,Papua Pegunungan,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Okmin Papua,Universitas,Tidak Terakreditasi,7/22/2021,14,Pegunungan Bintang,Papua Pegunungan,33,738,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Saint Paul Sorong,Politeknik,Baik,5/13/2002,14,Sorong,Papua Barat Daya,37,1180,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Bukit Zaitun Sorong,Sekolah,Tidak Terakreditasi,2/19/2004,14,Sorong,Papua Barat Daya,9,910,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Papua,Sekolah,Baik,9/15/2004,14,Sorong,Papua Barat Daya,46,1265,Small,Unranked,Unranked,Unranked ,No
Universitas Kristen Papua,Universitas,Baik,4/8/2005,14,Sorong,Papua Barat Daya,57,2341,Small,Unranked,Unranked,Unranked ,No
Universitas Nani Bili Nusantara,Universitas,Baik,10/16/2014,14,Sorong,Papua Barat Daya,63,769,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Pendidikan Muhammadiyah Sorong,Universitas,Baik Sekali,7/5/2018,14,Sorong,Papua Barat Daya,193,5262,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Victory Sorong,Universitas,Baik,6/5/2008,14,Sorong,Papua Barat Daya,64,2679,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Sorong,Universitas,Baik Sekali,12/20/2002,14,Sorong ,Papua Barat Daya,199,5205,Small Medium,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial Teminabuan,Sekolah,Tidak Terakreditasi,12/15/2022,14,Sorong Selatan,Papua Barat Daya,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kristen Sorong Selatan,Sekolah,Tidak Terakreditasi,6/22/2023,14,Sorong Selatan,Papua Barat Daya,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Werisar,Universitas,Tidak Terakreditasi,1/27/2022,14,Sorong Selatan,Papua Barat Daya,23,272,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Fajar Timur,Sekolah,Baik,12/22/2002,15,Belu,Nusa Tenggara Timur,17,713,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Perikanan Nusantara Ende,Institut,Tidak Terakreditasi,3/7/2022,15,Ende,Nusa Tenggara Timur,15,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Simbiosis,Sekolah,Tidak Terakreditasi,9/10/2010,15,Ende,Nusa Tenggara Timur,17,118,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Pembangunan Masyarakat Santa Ursula,Sekolah,Baik,8/2/2001,15,Ende,Nusa Tenggara Timur,33,1061,Small,Unranked,Unranked,Unranked ,No
Institut Keguruan dan Teknologi Larantuka,Institut,Baik,7/18/2013,15,Flores Timur,Nusa Tenggara Timur,52,601,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah Kalabahi,Sekolah,Baik,10/17/2014,15,Kalabahi,Nusa Tenggara Timur,19,289,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Tribuana Kalabahi,Universitas,Baik,8/1/2007,15,Kalabahi,Nusa Tenggara Timur,71,2780,Small,Unranked,Unranked,Unranked ,No
Akademi Keuangan Dan Perbankan Effata Kupang,Akademi,Baik,9/21/1995,15,Kupang,Nusa Tenggara Timur,7,44,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata Kupang,Akademi,Baik,4/2/1996,15,Kupang,Nusa Tenggara Timur,10,1138,Small,Unranked,Unranked,Unranked ,No
Akademi Pekerjaan Sosial Kupang,Akademi,Baik,3/4/1998,15,Kupang,Nusa Tenggara Timur,13,102,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Teknik Kupang,Akademi,Tidak Terakreditasi,6/10/1972,15,Kupang,Nusa Tenggara Timur,13,461,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Alberth Foenay,Institut,Baik,7/9/2020,15,Kupang,Nusa Tenggara Timur,16,22,Extra Small,Unranked,Unranked,Unranked ,No
